File Name,Target ID,Gender,Emotion,Mouth,Microsoft Gender,Microsoft Age,Microsoft Emotion,Microsoft Smiling
02F_NE_O.BMP,02,F,NE,O,female,33.0,neutral,0.0
02F_SA_C.BMP,02,F,SA,C,female,33.0,sadness,0.0
02F_SA_O.BMP,02,F,SA,O,female,35.0,sadness,0.0
02F_SP_O.BMP,02,F,SP,O,female,32.0,surprise,0.0
02f_an_c.BMP,02,f,an,c,female,34.0,sadness,0.0
02f_an_o.BMP,02,f,an,o,female,34.0,anger,0.0
02f_ca_o.BMP,02,f,ca,o,female,29.0,surprise,0.001
02f_di_c.BMP,02,f,di,c,female,33.0,disgust,0.0
02f_di_o.BMP,02,f,di,o,female,32.0,anger,0.34
03F_AN_C.BMP,03,F,AN,C,female,23.0,neutral,0.0
03F_AN_O.BMP,03,F,AN,O,female,24.0,anger,0.0
03F_CA_C.BMP,03,F,CA,C,female,32.0,neutral,0.001
03F_CA_O.BMP,03,F,CA,O,female,26.0,neutral,0.477
03F_DI_C.BMP,03,F,DI,C,female,31.0,disgust,0.0
03F_DI_O.BMP,03,F,DI,O,female,27.0,sadness,0.024
03F_FE_O.BMP,03,F,FE,O,female,32.0,fear,0.0
03F_HA_C.BMP,03,F,HA,C,female,29.0,happiness,1.0
03F_HA_O.BMP,03,F,HA,O,female,32.0,happiness,1.0
03F_HA_X.BMP,03,F,HA,X,female,30.0,happiness,1.0
03F_NE_C.BMP,03,F,NE,C,female,30.0,neutral,0.0
03F_NE_O.BMP,03,F,NE,O,female,28.0,neutral,0.004
03F_SA_C.BMP,03,F,SA,C,female,28.0,sadness,0.0
03F_SA_O.BMP,03,F,SA,O,female,35.0,sadness,0.0
03F_SP_O.BMP,03,F,SP,O,female,26.0,surprise,0.056
05F_AN_C.BMP,05,F,AN,C,female,25.0,neutral,0.0
05F_AN_O.BMP,05,F,AN,O,female,33.0,anger,0.0
05F_CA_C.BMP,05,F,CA,C,female,26.0,neutral,0.0
05F_CA_O.BMP,05,F,CA,O,female,26.0,neutral,0.0
05F_DI_C.BMP,05,F,DI,C,female,27.0,happiness,0.88
05F_DI_O.BMP,05,F,DI,O,female,33.0,sadness,0.253
05F_FE_C.BMP,05,F,FE,C,female,33.0,surprise,0.0
05F_FE_O.BMP,05,F,FE,O,female,33.0,fear,0.0
05F_HA_C.BMP,05,F,HA,C,female,29.0,happiness,1.0
05F_HA_O.BMP,05,F,HA,O,female,29.0,happiness,1.0
05F_HA_X.BMP,05,F,HA,X,female,30.0,happiness,1.0
05F_NE_C.BMP,05,F,NE,C,female,27.0,neutral,0.0
05F_NE_O.BMP,05,F,NE,O,female,27.0,neutral,0.0
05F_SA_C.BMP,05,F,SA,C,female,29.0,sadness,0.0
05F_SA_O.BMP,05,F,SA,O,female,30.0,sadness,0.0
05F_SP_O.BMP,05,F,SP,O,female,28.0,surprise,0.0
06F_AN_C.BMP,06,F,AN,C,female,35.0,neutral,0.0
06F_AN_O.BMP,06,F,AN,O,female,33.0,anger,0.0
06F_CA_C.BMP,06,F,CA,C,female,33.0,neutral,0.0
06F_CA_O.BMP,06,F,CA,O,female,32.0,neutral,0.0
06F_DI_C.BMP,06,F,DI,C,female,33.0,disgust,0.073
06F_DI_O.BMP,06,F,DI,O,female,35.0,disgust,0.0
06F_FE_C.BMP,06,F,FE,C,female,32.0,surprise,0.0
06F_FE_O.BMP,06,F,FE,O,female,32.0,surprise,0.0
06F_HA_C.BMP,06,F,HA,C,female,36.0,happiness,1.0
06F_HA_O.BMP,06,F,HA,O,female,36.0,happiness,1.0
06F_HA_X.BMP,06,F,HA,X,female,36.0,happiness,0.941
06F_NE_C.BMP,06,F,NE,C,female,33.0,neutral,0.0
06F_NE_O.BMP,06,F,NE,O,female,32.0,neutral,0.0
06F_SA_C.BMP,06,F,SA,C,female,36.0,disgust,0.0
06F_SA_O.BMP,06,F,SA,O,female,34.0,sadness,0.0
06F_SP_O.BMP,06,F,SP,O,female,34.0,surprise,0.0
07F_AN_C.BMP,07,F,AN,C,female,34.0,anger,0.006
07F_AN_O.BMP,07,F,AN,O,female,31.0,anger,0.0
07F_CA_C.BMP,07,F,CA,C,female,31.0,neutral,0.0
07F_CA_O.BMP,07,F,CA,O,female,31.0,neutral,0.0
07F_DI_O.BMP,07,F,DI,O,female,40.0,sadness,0.0
07F_FE_C.BMP,07,F,FE,C,female,36.0,fear,0.0
07F_FE_O.BMP,07,F,FE,O,female,41.0,fear,0.145
07F_HA_C.BMP,07,F,HA,C,female,36.0,happiness,1.0
07F_HA_O.BMP,07,F,HA,O,female,36.0,happiness,1.0
07F_HA_X.BMP,07,F,HA,X,female,40.0,happiness,1.0
07F_NE_C.BMP,07,F,NE,C,female,31.0,neutral,0.0
07F_NE_O.BMP,07,F,NE,O,female,32.0,neutral,0.0
07F_SA_C.BMP,07,F,SA,C,female,32.0,sadness,0.0
07F_SA_O.BMP,07,F,SA,O,female,34.0,sadness,0.0
07F_SP_O.BMP,07,F,SP,O,female,33.0,surprise,0.0
08F_AN_C.BMP,08,F,AN,C,female,34.0,neutral,0.0
08F_AN_O.BMP,08,F,AN,O,female,34.0,anger,0.0
08F_CA_C.BMP,08,F,CA,C,female,29.0,neutral,0.0
08F_DI_C.BMP,08,F,DI,C,female,36.0,disgust,0.0
08F_DI_O.BMP,08,F,DI,O,female,35.0,anger,0.005
08F_FE_C.BMP,08,F,FE,C,female,37.0,surprise,0.0
08F_FE_O.BMP,08,F,FE,O,female,34.0,fear,0.0
08F_HA_C.BMP,08,F,HA,C,female,32.0,happiness,1.0
08F_HA_O.BMP,08,F,HA,O,female,32.0,happiness,1.0
08F_HA_X.BMP,08,F,HA,X,female,32.0,happiness,0.999
08F_NE_C.BMP,08,F,NE,C,female,31.0,neutral,0.0
08F_NE_O.BMP,08,F,NE,O,female,31.0,neutral,0.0
08F_SA_C.BMP,08,F,SA,C,female,33.0,sadness,0.0
08F_SA_O.BMP,08,F,SA,O,female,33.0,sadness,0.0
08F_SP_O.BMP,08,F,SP,O,female,35.0,surprise,0.0
09F_AN_C.BMP,09,F,AN,C,female,36.0,anger,0.0
09F_AN_O.BMP,09,F,AN,O,female,37.0,anger,0.0
09F_CA_C.BMP,09,F,CA,C,female,38.0,neutral,0.0
09F_CA_O.BMP,09,F,CA,O,female,36.0,neutral,0.0
09F_DI_C.BMP,09,F,DI,C,female,40.0,disgust,0.0
09F_DI_O.BMP,09,F,DI,O,female,43.0,anger,0.0
09F_FE_C.BMP,09,F,FE,C,female,41.0,surprise,0.0
09F_FE_O.BMP,09,F,FE,O,female,40.0,fear,0.0
09F_HA_C.BMP,09,F,HA,C,female,38.0,happiness,1.0
09F_HA_O.BMP,09,F,HA,O,female,38.0,happiness,1.0
09F_HA_X.BMP,09,F,HA,X,female,40.0,happiness,0.923
09F_NE_C.BMP,09,F,NE,C,female,37.0,neutral,0.0
09F_NE_O.BMP,09,F,NE,O,female,37.0,neutral,0.0
09F_SA_C.BMP,09,F,SA,C,female,39.0,sadness,0.0
09F_SA_O.BMP,09,F,SA,O,female,41.0,disgust,0.0
09F_SP_O.BMP,09,F,SP,O,female,36.0,surprise,0.0
10F_AN_C.BMP,10,F,AN,C,female,24.0,anger,0.0
10F_AN_O.BMP,10,F,AN,O,female,29.0,anger,0.0
10F_CA_C.BMP,10,F,CA,C,female,27.0,neutral,0.0
10F_CA_O.BMP,10,F,CA,O,female,31.0,neutral,0.0
10F_DI_C.BMP,10,F,DI,C,female,30.0,disgust,0.0
10F_DI_O.BMP,10,F,DI,O,female,30.0,sadness,0.0
10F_FE_C.BMP,10,F,FE,C,female,31.0,fear,0.0
10F_FE_O.BMP,10,F,FE,O,female,34.0,fear,0.001
10F_HA_C.BMP,10,F,HA,C,female,31.0,happiness,1.0
10F_HA_O.BMP,10,F,HA,O,female,30.0,happiness,1.0
10F_NE_C.BMP,10,F,NE,C,female,29.0,neutral,0.0
10F_NE_O.BMP,10,F,NE,O,female,28.0,neutral,0.0
10F_SA_C.BMP,10,F,SA,C,female,30.0,sadness,0.0
10F_SA_O.BMP,10,F,SA,O,female,28.0,sadness,0.0
10F_SP_O.BMP,10,F,SP,O,female,29.0,surprise,0.0
11F_AN_C.BMP,11,F,AN,C,female,26.0,anger,0.0
11F_AN_O.BMP,11,F,AN,O,female,26.0,anger,0.0
11F_CA_C.BMP,11,F,CA,C,female,25.0,neutral,0.0
11F_CA_O.BMP,11,F,CA,O,female,24.0,neutral,0.0
11F_DI_C.BMP,11,F,DI,C,female,25.0,disgust,0.0
11F_DI_O.BMP,11,F,DI,O,female,25.0,sadness,0.001
11F_FE_C.BMP,11,F,FE,C,female,25.0,surprise,0.0
11F_FE_O.BMP,11,F,FE,O,female,26.0,surprise,0.0
11F_HA_C.BMP,11,F,HA,C,female,25.0,happiness,0.989
11F_HA_O.BMP,11,F,HA,O,female,25.0,happiness,1.0
11F_HA_X.BMP,11,F,HA,X,female,25.0,happiness,0.982
11F_NE_C.BMP,11,F,NE,C,female,23.0,neutral,0.0
11F_NE_O.BMP,11,F,NE,O,female,25.0,neutral,0.0
11F_SA_C.BMP,11,F,SA,C,female,25.0,neutral,0.0
11F_SA_O.BMP,11,F,SA,O,female,26.0,sadness,0.0
11F_SP_O.BMP,11,F,SP,O,female,24.0,surprise,0.0
12F_AN_C.BMP,12,F,AN,C,female,22.0,anger,0.0
12F_AN_O.BMP,12,F,AN,O,female,24.0,anger,0.0
12F_CA_C.BMP,12,F,CA,C,female,20.0,neutral,0.0
12F_CA_O.BMP,12,F,CA,O,female,20.0,neutral,0.0
12F_DI_C.BMP,12,F,DI,C,female,25.0,disgust,0.0
12F_DI_O.BMP,12,F,DI,O,female,25.0,sadness,0.0
12F_FE_C.BMP,12,F,FE,C,female,22.0,surprise,0.0
12F_FE_O.BMP,12,F,FE,O,female,23.0,surprise,0.0
12F_HA_C.BMP,12,F,HA,C,female,24.0,happiness,0.994
12F_HA_O.BMP,12,F,HA,O,female,24.0,happiness,1.0
12F_HA_X.BMP,12,F,HA,X,female,23.0,happiness,1.0
12F_NE_C.BMP,12,F,NE,C,female,20.0,neutral,0.0
12F_NE_O.BMP,12,F,NE,O,female,20.0,neutral,0.0
12F_SA_C.BMP,12,F,SA,C,female,25.0,sadness,0.0
12F_SA_O.BMP,12,F,SA,O,female,23.0,sadness,0.0
12F_SP_O.BMP,12,F,SP,O,female,22.0,surprise,0.0
13F_AN_C.BMP,13,F,AN,C,female,33.0,anger,0.0
13F_AN_O.BMP,13,F,AN,O,female,32.0,anger,0.0
13F_CA_C.BMP,13,F,CA,C,female,29.0,neutral,0.0
13F_CA_O.BMP,13,F,CA,O,female,27.0,neutral,0.0
13F_DI_C.BMP,13,F,DI,C,female,28.0,disgust,0.0
13F_DI_O.BMP,13,F,DI,O,female,33.0,anger,0.0
13F_FE_C.BMP,13,F,FE,C,female,33.0,surprise,0.0
13F_FE_O.BMP,13,F,FE,O,female,34.0,fear,0.0
13F_HA_C.BMP,13,F,HA,C,female,32.0,happiness,0.981
13F_HA_O.BMP,13,F,HA,O,female,31.0,happiness,1.0
13F_HA_X.BMP,13,F,HA,X,female,31.0,surprise,0.387
13F_NE_C.BMP,13,F,NE,C,female,31.0,neutral,0.0
13F_NE_O.BMP,13,F,NE,O,female,28.0,neutral,0.0
13F_SA_C.BMP,13,F,SA,C,female,34.0,sadness,0.0
13F_SA_O.BMP,13,F,SA,O,female,36.0,sadness,0.0
13F_SP_O.BMP,13,F,SP,O,female,26.0,surprise,0.0
14F_AN_C.BMP,14,F,AN,C,female,28.0,anger,0.0
14F_AN_O.BMP,14,F,AN,O,female,32.0,anger,0.0
14F_CA_C.BMP,14,F,CA,C,female,28.0,neutral,0.0
14F_CA_O.BMP,14,F,CA,O,female,27.0,neutral,0.0
14F_DI_C.BMP,14,F,DI,C,female,32.0,disgust,0.0
14F_DI_O.BMP,14,F,DI,O,female,32.0,disgust,0.0
14F_FE_C.BMP,14,F,FE,C,female,36.0,sadness,0.0
14F_FE_O.BMP,14,F,FE,O,female,33.0,fear,0.0
14F_HA_C.BMP,14,F,HA,C,female,30.0,happiness,1.0
14F_HA_O.BMP,14,F,HA,O,female,25.0,happiness,1.0
14F_HA_X.BMP,14,F,HA,X,female,27.0,happiness,1.0
14F_NE_C.BMP,14,F,NE,C,female,28.0,neutral,0.0
14F_NE_O.BMP,14,F,NE,O,female,27.0,neutral,0.0
14F_SA_C.BMP,14,F,SA,C,female,29.0,sadness,0.0
14F_SA_O.BMP,14,F,SA,O,female,33.0,sadness,0.0
14F_SP_O.BMP,14,F,SP,O,female,29.0,surprise,0.0
15F_AN_C.BMP,15,F,AN,C,female,24.0,neutral,0.0
15F_AN_O.BMP,15,F,AN,O,female,26.0,surprise,0.0
15F_CA_C.BMP,15,F,CA,C,female,23.0,neutral,0.0
15F_CA_O.BMP,15,F,CA,O,female,25.0,neutral,0.0
15F_DI_C.BMP,15,F,DI,C,female,33.0,disgust,0.003
15F_DI_O.BMP,15,F,DI,O,female,33.0,surprise,0.052
15F_FE_C.BMP,15,F,FE,C,female,32.0,neutral,0.0
15F_FE_O.BMP,15,F,FE,O,female,27.0,surprise,0.072
15F_HA_C.BMP,15,F,HA,C,female,31.0,happiness,0.999
15F_HA_O.BMP,15,F,HA,O,female,28.0,happiness,1.0
15F_HA_X.BMP,15,F,HA,X,female,26.0,happiness,0.998
15F_NE_C.BMP,15,F,NE,C,female,26.0,neutral,0.0
15F_NE_O.BMP,15,F,NE,O,female,25.0,neutral,0.0
15F_SA_C.BMP,15,F,SA,C,female,33.0,sadness,0.0
15F_SA_O.BMP,15,F,SA,O,female,33.0,sadness,0.0
15F_SP_C.BMP,15,F,SP,C,female,27.0,surprise,0.002
15F_SP_O.BMP,15,F,SP,O,female,30.0,surprise,0.008
16F_AN_C.BMP,16,F,AN,C,female,33.0,sadness,0.0
16F_AN_O.BMP,16,F,AN,O,female,33.0,sadness,0.0
16F_CA_C.BMP,16,F,CA,C,female,31.0,neutral,0.168
16F_CA_O.BMP,16,F,CA,O,female,31.0,neutral,0.001
16F_DI_C.BMP,16,F,DI,C,female,33.0,disgust,0.0
16F_DI_O.BMP,16,F,DI,O,female,34.0,disgust,0.0
16F_FE_C.BMP,16,F,FE,C,female,35.0,neutral,0.0
16F_FE_O.BMP,16,F,FE,O,female,32.0,fear,0.0
16F_HA_C.BMP,16,F,HA,C,female,35.0,happiness,1.0
16F_HA_O.BMP,16,F,HA,O,female,34.0,happiness,1.0
16F_HA_X.BMP,16,F,HA,X,female,36.0,happiness,1.0
16F_NE_C.BMP,16,F,NE,C,female,31.0,neutral,0.0
16F_NE_O.BMP,16,F,NE,O,female,32.0,neutral,0.002
16F_SA_C.BMP,16,F,SA,C,female,36.0,sadness,0.0
16F_SA_O.BMP,16,F,SA,O,female,34.0,sadness,0.0
16F_SP_O.BMP,16,F,SP,O,female,35.0,surprise,0.0
17F_AN_C.BMP,17,F,AN,C,female,29.0,disgust,0.0
17F_AN_O.BMP,17,F,AN,O,female,25.0,anger,0.0
17F_CA_C.BMP,17,F,CA,C,female,28.0,neutral,0.0
17F_CA_O.BMP,17,F,CA,O,female,27.0,neutral,0.0
17F_DI_C.BMP,17,F,DI,C,female,26.0,disgust,0.0
17F_DI_O.BMP,17,F,DI,O,female,33.0,sadness,0.0
17F_FE_O.BMP,17,F,FE,O,female,33.0,surprise,0.0
17F_HA_C.BMP,17,F,HA,C,female,30.0,happiness,0.999
17F_HA_O.BMP,17,F,HA,O,female,31.0,happiness,1.0
17F_HA_X.BMP,17,F,HA,X,female,31.0,happiness,1.0
17F_NE_C.BMP,17,F,NE,C,female,28.0,neutral,0.0
17F_NE_O.BMP,17,F,NE,O,female,27.0,neutral,0.0
17F_SA_C.BMP,17,F,SA,C,female,29.0,sadness,0.0
17F_SP_O.BMP,17,F,SP,O,female,30.0,surprise,0.0
18F_AN_C.BMP,18,F,AN,C,female,26.0,anger,0.0
18F_AN_O.BMP,18,F,AN,O,female,26.0,anger,0.0
18F_CA_C.BMP,18,F,CA,C,female,25.0,neutral,0.0
18F_CA_O.BMP,18,F,CA,O,female,25.0,neutral,0.0
18F_DI_C.BMP,18,F,DI,C,female,29.0,disgust,0.0
18F_DI_O.BMP,18,F,DI,O,female,30.0,anger,0.0
18F_FE_C.BMP,18,F,FE,C,female,29.0,fear,0.0
18F_FE_O.BMP,18,F,FE,O,female,30.0,fear,0.0
18F_HA_C.BMP,18,F,HA,C,female,29.0,happiness,1.0
18F_HA_O.BMP,18,F,HA,O,female,30.0,happiness,1.0
18F_HA_X.BMP,18,F,HA,X,female,29.0,happiness,0.996
18F_NE_C.BMP,18,F,NE,C,female,26.0,neutral,0.0
18F_NE_O.BMP,18,F,NE,O,female,25.0,neutral,0.0
18F_SA_C.BMP,18,F,SA,C,female,24.0,sadness,0.0
18F_SA_O.BMP,18,F,SA,O,female,26.0,sadness,0.0
18F_SP_O.BMP,18,F,SP,O,female,27.0,surprise,0.0
19F_AN_C.BMP,19,F,AN,C,female,26.0,sadness,0.0
19F_AN_O.BMP,19,F,AN,O,female,29.0,anger,0.0
19F_CA_C.BMP,19,F,CA,C,female,29.0,neutral,0.0
19F_CA_O.BMP,19,F,CA,O,female,27.0,neutral,0.0
19F_DI_C.BMP,19,F,DI,C,female,24.0,disgust,0.0
19F_DI_O.BMP,19,F,DI,O,female,35.0,sadness,0.0
19F_FE_O.BMP,19,F,FE,O,female,35.0,fear,0.0
19F_HA_C.BMP,19,F,HA,C,female,28.0,happiness,0.999
19F_HA_O.BMP,19,F,HA,O,female,26.0,happiness,1.0
19F_HA_X.BMP,19,F,HA,X,female,30.0,happiness,0.991
19F_NE_C.BMP,19,F,NE,C,female,28.0,neutral,0.0
19F_NE_O.BMP,19,F,NE,O,female,27.0,neutral,0.0
19F_SA_C.BMP,19,F,SA,C,female,27.0,sadness,0.0
19F_SA_O.BMP,19,F,SA,O,female,25.0,sadness,0.0
19F_SP_O.BMP,19,F,SP,O,female,27.0,surprise,0.0
20M_AN_C.BMP,20,M,AN,C,male,36.0,neutral,0.0
20M_AN_O.BMP,20,M,AN,O,male,35.0,anger,0.0
20M_CA_C.BMP,20,M,CA,C,male,33.0,neutral,0.0
20M_CA_O.BMP,20,M,CA,O,male,34.0,neutral,0.0
20M_DI_O.BMP,20,M,DI,O,male,36.0,neutral,0.003
20M_FE_C.BMP,20,M,FE,C,male,36.0,surprise,0.0
20M_FE_O.BMP,20,M,FE,O,male,36.0,surprise,0.0
20M_HA_C.BMP,20,M,HA,C,male,37.0,happiness,1.0
20M_HA_O.BMP,20,M,HA,O,male,35.0,happiness,1.0
20M_HA_X.BMP,20,M,HA,X,male,38.0,happiness,0.999
20M_NE_C.BMP,20,M,NE,C,male,33.0,neutral,0.0
20M_NE_O.BMP,20,M,NE,O,male,33.0,neutral,0.0
20M_SA_C.BMP,20,M,SA,C,male,35.0,sadness,0.0
20M_SA_O.BMP,20,M,SA,O,male,38.0,sadness,0.0
20M_SP_O.BMP,20,M,SP,O,male,34.0,surprise,0.234
21M_AN_C.BMP,21,M,AN,C,male,36.0,neutral,0.0
21M_AN_O.BMP,21,M,AN,O,male,35.0,anger,0.0
21M_CA_C.BMP,21,M,CA,C,male,36.0,neutral,0.0
21M_CA_O.BMP,21,M,CA,O,male,36.0,neutral,0.0
21M_DI_C.BMP,21,M,DI,C,male,36.0,happiness,0.647
21M_DI_O.BMP,21,M,DI,O,male,36.0,happiness,0.776
21M_FE_C.BMP,21,M,FE,C,male,36.0,surprise,0.0
21M_FE_O.BMP,21,M,FE,O,male,35.0,surprise,0.0
21M_HA_C.BMP,21,M,HA,C,male,37.0,happiness,1.0
21M_HA_O.BMP,21,M,HA,O,male,39.0,happiness,1.0
21M_HA_X.BMP,21,M,HA,X,male,35.0,happiness,0.999
21M_NE_C.BMP,21,M,NE,C,male,35.0,neutral,0.0
21M_NE_O.BMP,21,M,NE,O,male,35.0,neutral,0.0
21M_SA_C.BMP,21,M,SA,C,male,36.0,neutral,0.001
21M_SA_O.BMP,21,M,SA,O,male,36.0,neutral,0.0
21M_SP_O.BMP,21,M,SP,O,male,36.0,surprise,0.0
22M_AN_C.BMP,22,M,AN,C,male,29.0,anger,0.0
22M_AN_O.BMP,22,M,AN,O,male,28.0,anger,0.0
22M_CA_C.BMP,22,M,CA,C,male,28.0,neutral,0.004
22M_CA_O.BMP,22,M,CA,O,male,28.0,neutral,0.004
22M_DI_C.BMP,22,M,DI,C,male,28.0,disgust,0.0
22M_DI_O.BMP,22,M,DI,O,male,27.0,anger,0.095
22M_FE_C.BMP,22,M,FE,C,male,29.0,surprise,0.0
22M_FE_O.BMP,22,M,FE,O,male,29.0,anger,0.0
22M_HA_C.BMP,22,M,HA,C,male,30.0,happiness,1.0
22M_HA_O.BMP,22,M,HA,O,male,29.0,happiness,1.0
22M_HA_X.BMP,22,M,HA,X,male,31.0,happiness,0.999
22M_NE_C.BMP,22,M,NE,C,male,29.0,neutral,0.0
22M_NE_O.BMP,22,M,NE,O,male,28.0,neutral,0.0
22M_SA_C.BMP,22,M,SA,C,male,30.0,neutral,0.0
22M_SA_O.BMP,22,M,SA,O,male,28.0,neutral,0.0
22M_SP_C.BMP,22,M,SP,C,male,28.0,surprise,0.0
22M_SP_O.BMP,22,M,SP,O,male,29.0,surprise,0.002
23M_AN_C.BMP,23,M,AN,C,male,33.0,anger,0.0
23M_AN_O.BMP,23,M,AN,O,male,33.0,anger,0.0
23M_CA_C.BMP,23,M,CA,C,male,31.0,neutral,0.007
23M_CA_O.BMP,23,M,CA,O,male,31.0,neutral,0.001
23M_DI_C.BMP,23,M,DI,C,male,32.0,disgust,0.0
23M_DI_O.BMP,23,M,DI,O,male,33.0,sadness,0.0
23M_FE_C.BMP,23,M,FE,C,male,33.0,fear,0.0
23M_FE_O.BMP,23,M,FE,O,male,34.0,surprise,0.001
23M_HA_C.BMP,23,M,HA,C,male,32.0,happiness,1.0
23M_HA_O.BMP,23,M,HA,O,male,31.0,happiness,1.0
23M_HA_X.BMP,23,M,HA,X,male,33.0,happiness,1.0
23M_NE_C.BMP,23,M,NE,C,male,30.0,neutral,0.001
23M_NE_O.BMP,23,M,NE,O,male,30.0,neutral,0.0
23M_SA_C.BMP,23,M,SA,C,male,32.0,sadness,0.0
23M_SA_O.BMP,23,M,SA,O,male,31.0,sadness,0.118
23M_SP_O.BMP,23,M,SP,O,male,32.0,surprise,0.0
24M_AN_C.BMP,24,M,AN,C,male,34.0,anger,0.0
24M_AN_O.BMP,24,M,AN,O,male,31.0,anger,0.0
24M_CA_C.BMP,24,M,CA,C,male,31.0,neutral,0.0
24M_CA_O.BMP,24,M,CA,O,male,32.0,neutral,0.0
24M_DI_C.BMP,24,M,DI,C,male,32.0,sadness,0.0
24M_DI_O.BMP,24,M,DI,O,male,33.0,sadness,0.002
24M_FE_O.BMP,24,M,FE,O,male,34.0,fear,0.002
24M_HA_C.BMP,24,M,HA,C,male,33.0,happiness,1.0
24M_HA_O.BMP,24,M,HA,O,male,31.0,happiness,1.0
24M_HA_X.BMP,24,M,HA,X,male,32.0,happiness,1.0
24M_NE_C.BMP,24,M,NE,C,male,32.0,neutral,0.0
24M_NE_O.BMP,24,M,NE,O,male,31.0,neutral,0.0
24M_SA_C.BMP,24,M,SA,C,male,35.0,sadness,0.0
24M_SA_O.BMP,24,M,SA,O,male,34.0,sadness,0.0
24M_SP_O.BMP,24,M,SP,O,male,30.0,surprise,0.0
25M_AN_C.BMP,25,M,AN,C,male,31.0,anger,0.0
25M_AN_O.BMP,25,M,AN,O,male,30.0,anger,0.0
25M_CA_C.BMP,25,M,CA,C,male,32.0,neutral,0.0
25M_CA_O.BMP,25,M,CA,O,male,33.0,neutral,0.0
25M_DI_C.BMP,25,M,DI,C,male,32.0,sadness,0.0
25M_DI_O.BMP,25,M,DI,O,male,36.0,neutral,0.002
25M_FE_O.BMP,25,M,FE,O,male,32.0,surprise,0.0
25M_HA_C.BMP,25,M,HA,C,male,34.0,happiness,1.0
25M_HA_O.BMP,25,M,HA,O,male,34.0,happiness,1.0
25M_HA_X.BMP,25,M,HA,X,male,35.0,happiness,1.0
25M_NE_C.BMP,25,M,NE,C,male,32.0,neutral,0.0
25M_SA_C.BMP,25,M,SA,C,male,32.0,sadness,0.0
25M_SA_O.BMP,25,M,SA,O,male,32.0,sadness,0.0
25M_SP_O.BMP,25,M,SP,O,male,32.0,surprise,0.0
26M_AN_C.BMP,26,M,AN,C,male,32.0,anger,0.0
26M_AN_O.BMP,26,M,AN,O,male,31.0,anger,0.0
26M_CA_C.BMP,26,M,CA,C,male,31.0,neutral,0.0
26M_CA_O.BMP,26,M,CA,O,male,30.0,neutral,0.0
26M_DI_C.BMP,26,M,DI,C,male,33.0,disgust,0.0
26M_DI_O.BMP,26,M,DI,O,male,32.0,disgust,0.0
26M_FE_C.BMP,26,M,FE,C,male,33.0,surprise,0.0
26M_FE_O.BMP,26,M,FE,O,male,36.0,fear,0.0
26M_HA_C.BMP,26,M,HA,C,male,30.0,happiness,1.0
